Unnamed: 0,Unnamed: 1,Unnamed: 2,Time (sec),Boiler Temp (C),Turbine In Temp (C),Turbine Ex Temp (C),Boiler Pres (psig),Turbine In Pres (psig),Turbine Ex Pres (psig),Fuel Flow (L/min),Generator (RPM),Voltage (Volts),Current (Amps),Power (Watts)
,,,2517.868,-2013.424,-4417.215,-4312.682,103.22,12.813,4.753,4.059,2052.325,8.025,0.248,1.986
,,,2518.868,-1093.282,-6860.224,-11114.097,103.137,12.887,4.737,4.024,2044.259,7.972,0.234,1.869
,,,2519.868,-1600.29,-5589.446,-9024.236,103.034,12.881,4.784,4.064,2055.098,7.964,0.243,1.932
,,,2520.869,-2085.497,-6580.996,-10732.758,102.76,12.87,4.711,4.029,2023.673,7.887,0.251,1.976
,,,2521.868,-2971.685,-6586.803,-7910.089,101.534,12.574,4.678,3.959,2050.483,7.971,0.239,1.903
,,,2522.869,-3274.796,-3606.11,-7375.569,102.808,12.889,4.749,4.04,2034.007,7.931,0.251,1.993
,,,2523.869,-5384.807,-2408.254,-6364.126,102.49,12.795,4.72,4.019,2031.399,7.949,0.254,2.02
,,,2524.869,-6256.968,-8003.552,-4017.732,102.224,12.804,4.714,4.037,2025.329,7.912,0.246,1.947
,,,2525.869,-4249.998,-5681.301,-3198.594,102.464,12.763,4.735,4.018,2040.678,7.951,0.236,1.874
,,,2526.868,-155.25,-3500.865,-7387.334,102.626,12.807,4.758,4.033,2034.868,7.907,0.229,1.814
,,,2527.869,-219.512,-5642.671,-6337.295,102.481,12.758,4.683,3.978,2023.22,7.88,0.224,1.765
,,,2528.869,-372.0,-6011.36,-6450.809,103.567,12.866,4.718,4.035,2031.525,7.924,0.226,1.788
,,,2529.868,172.321,-2030.441,-851.489,102.776,12.898,4.776,4.1,2052.637,7.98,0.249,1.985
,,,2530.869,159.909,-2456.386,-1935.676,104.048,13.018,4.792,4.089,2033.288,7.885,0.23,1.811
,,,2531.869,-478.554,-1461.766,114.275,103.625,12.831,4.731,4.039,2036.83,7.963,0.227,1.808
,,,2532.869,139.748,83.149,107.659,103.797,12.845,4.75,4.053,2052.861,8.008,0.224,1.792
,,,2533.869,169.916,118.845,101.609,102.937,12.858,4.763,4.081,2050.045,7.986,0.229,1.825
,,,2534.869,184.559,129.52,100.524,103.489,12.865,4.744,4.068,2037.266,7.941,0.232,1.84
,,,2535.87,175.385,123.065,98.806,103.376,12.856,4.741,4.063,2045.031,7.97,0.229,1.824
,,,2536.87,169.905,121.652,99.184,103.288,12.855,4.739,4.058,2033.072,7.911,0.225,1.78
,,,2537.87,177.376,126.626,99.154,103.232,12.84,4.74,4.052,2154.78,8.408,0.2,1.684
,,,2538.869,165.788,120.581,99.459,103.196,12.851,4.73,4.05,2223.375,8.675,0.188,1.627
,,,2539.869,173.541,120.104,100.356,103.665,12.928,4.759,4.07,2334.543,9.205,0.19,1.753
,,,2540.869,175.292,126.898,99.364,104.012,12.946,4.765,4.08,2373.468,9.503,0.203,1.933
,,,2541.87,177.64,127.656,99.044,103.35,12.888,4.729,4.063,2419.964,9.817,0.218,2.139
,,,2542.87,176.449,126.812,100.997,103.339,12.89,4.734,4.058,2456.618,10.091,0.213,2.145
,,,2543.871,174.877,127.345,99.839,104.213,12.999,4.776,4.096,2479.447,10.287,0.213,2.195
,,,2544.871,169.423,125.166,101.391,104.242,12.988,4.771,4.092,2506.298,10.454,0.207,2.167
,,,2545.871,176.358,121.256,100.659,104.086,12.973,4.769,4.086,2477.044,10.356,0.208,2.159
,,,2546.871,175.713,125.741,101.965,104.269,13.006,4.773,4.093,2488.191,10.343,0.229,2.363
,,,2547.871,172.009,120.981,100.902,104.479,13.033,4.787,4.096,2465.788,10.029,0.257,2.573
,,,2548.871,171.894,129.19,99.137,106.004,13.233,4.838,4.178,2375.8,9.411,0.284,2.669
,,,2549.873,172.282,125.355,99.168,103.806,12.947,4.769,4.077,2264.057,8.846,0.256,2.264
,,,2550.873,164.399,-105.812,26.089,103.109,12.861,4.719,4.042,2210.592,8.637,0.262,2.261
,,,2551.874,174.035,-226.408,-229.326,103.87,12.958,4.762,4.078,2179.084,8.499,0.227,1.934
,,,2552.873,168.094,-1445.336,105.202,104.138,13.038,4.793,4.118,2162.484,8.427,0.239,2.015
,,,2553.874,-312.221,-2210.062,-2212.132,104.843,13.102,4.802,4.109,2137.201,8.346,0.207,1.73
,,,2554.875,143.042,124.432,118.728,104.205,13.012,4.769,4.086,2211.678,8.654,0.214,1.849
,,,2555.875,-2368.184,-1311.704,-774.525,104.124,13.026,4.765,4.084,2181.316,8.527,0.232,1.975
,,,2556.875,2.529,-1582.582,-3143.403,103.732,12.98,4.779,4.076,2201.219,8.61,0.221,1.907
,,,2557.875,-2423.769,-3915.7,-4931.716,103.68,12.918,4.738,4.045,2180.036,8.521,0.234,1.998
,,,2558.876,-2419.647,-6394.246,-6237.589,103.173,12.874,4.742,4.056,2208.104,8.653,0.228,1.974
,,,2559.876,192.821,-2153.417,-5513.073,102.729,12.866,4.785,4.067,2238.67,8.752,0.231,2.018
,,,2560.876,-1564.044,-8673.875,-10451.032,102.624,12.922,4.725,4.019,2184.91,8.549,0.24,2.048
,,,2561.877,-5654.265,-5877.653,-9002.602,102.568,12.826,4.707,4.026,2218.033,8.721,0.244,2.124
,,,2562.877,-1631.027,-4993.433,-9038.022,102.599,12.965,4.756,4.052,2229.958,8.731,0.236,2.062
,,,2563.878,-3031.088,-6980.341,-10196.571,102.239,12.726,4.712,3.983,2270.597,8.861,0.23,2.042
,,,2564.878,-980.463,-5096.677,-5407.229,102.245,12.855,4.772,4.033,2188.115,8.556,0.272,2.327
,,,2565.878,-4449.39,-6799.342,-11098.151,103.134,12.947,4.75,4.051,2128.907,8.342,0.261,2.177
,,,2566.879,-3608.257,-7750.686,-6126.032,101.357,12.765,4.708,3.999,2105.827,8.196,0.256,2.099
,,,2567.878,193.456,-2281.861,-3573.074,102.161,12.834,4.743,4.044,2077.881,8.045,0.251,2.023
,,,2568.879,-3500.43,-5990.032,-3007.534,101.3,12.709,4.668,3.971,2060.447,8.06,0.229,1.843
,,,2569.878,-2030.365,-2280.256,-2901.617,102.018,12.766,4.707,3.986,1935.487,7.561,0.264,1.994
,,,2570.878,103.275,-460.964,-369.602,101.386,12.742,4.73,4.039,1861.667,7.213,0.266,1.915
,,,2571.878,-805.105,-362.747,-2108.587,101.734,12.742,4.716,4.052,1765.496,6.824,0.239,1.632
,,,2572.879,173.481,-2637.708,-858.61,100.586,12.612,4.659,3.998,1728.278,6.673,0.231,1.54
,,,2573.879,159.347,-460.494,87.96,101.51,12.671,4.644,3.958,1699.14,6.566,0.217,1.422
,,,2574.879,175.346,125.584,-11.958,103.808,12.991,4.784,4.066,1721.475,6.671,0.23,1.534
,,,2575.878,168.049,118.097,99.604,102.717,12.853,4.731,4.04,1731.902,6.708,0.232,1.557
,,,2576.878,161.381,124.137,110.577,101.83,12.746,4.664,4.006,1708.323,6.61,0.221,1.461
,,,2577.879,158.224,115.951,101.147,102.037,12.773,4.68,4.017,1691.953,6.544,0.222,1.454
,,,2578.879,162.159,115.613,99.161,103.373,12.955,4.747,4.07,1729.119,6.686,0.227,1.52
,,,2579.879,168.624,117.259,98.85,103.536,12.952,4.764,4.066,1714.038,6.632,0.229,1.522
,,,2580.879,176.884,123.771,98.739,104.315,13.061,4.812,4.093,1706.323,6.605,0.234,1.544
,,,2581.88,147.202,119.683,98.772,104.205,13.048,4.813,4.084,1709.436,6.608,0.237,1.569
,,,2582.881,167.883,119.145,98.657,103.491,12.961,4.759,4.062,1728.839,6.685,0.234,1.564
,,,2583.881,159.469,113.549,98.764,102.938,12.896,4.734,4.047,1730.107,6.69,0.227,1.517
,,,2584.88,160.302,112.76,98.894,103.189,12.92,4.739,4.059,1726.668,6.678,0.227,1.514
,,,2585.88,162.22,113.068,98.698,104.163,13.067,4.793,4.093,1723.824,6.67,0.228,1.522
,,,2586.881,158.538,112.573,99.131,101.655,12.76,4.656,4.0,1720.377,6.653,0.225,1.498
