0|1|2|3
741|7.41|2.19834e-06|-0.000210303
742|7.42|9.53159e-08|-0.000204564
743|7.43|-1.95032e-06|-0.000198175
744|7.44|-3.93207e-06|-0.000191179
745|7.45|-5.84386e-06|-0.000183621
746|7.46|-7.68007e-06|-0.000175545
747|7.47|-9.43552e-06|-0.000166998
748|7.48|-1.11055e-05|-0.000158027
749|7.49|-1.26858e-05|-0.000148678
750|7.5|-1.41726e-05|-0.000138999
751|7.51|-1.55625e-05|-0.000129037
752|7.52|-1.68529e-05|-0.000118839
753|7.53|-1.80413e-05|-0.000108453
754|7.54|-1.91258e-05|-9.79232e-05
755|7.55|-2.01051e-05|-8.72962e-05
756|7.56|-2.0978e-05|-7.66166e-05
757|7.57|-2.17442e-05|-6.59278e-05
758|7.58|-2.24035e-05|-5.52724e-05
759|7.59|-2.29562e-05|-4.46914e-05
760|7.6|-2.34031e-05|-3.42246e-05
761|7.61|-2.37454e-05|-2.39102e-05
762|7.62|-2.39845e-05|-1.37848e-05
763|7.63|-2.41223e-05|-3.88304e-06
764|7.64|-2.41611e-05|5.76205e-06
765|7.65|-2.41035e-05|1.51195e-05
766|7.66|-2.39523e-05|2.41602e-05
767|7.67|-2.37107e-05|3.28571e-05
768|7.68|-2.33821e-05|4.11855e-05
769|7.69|-2.29703e-05|4.91225e-05
770|7.7|-2.24791e-05|5.66476e-05
771|7.71|-2.19126e-05|6.37424e-05
772|7.72|-2.12752e-05|7.03906e-05
773|7.73|-2.05713e-05|7.65783e-05
774|7.74|-1.98055e-05|8.22937e-05
775|7.75|-1.89825e-05|8.75273e-05
776|7.76|-1.81073e-05|9.22715e-05
777|7.77|-1.71846e-05|9.65212e-05
778|7.78|-1.62193e-05|0.000100273
779|7.79|-1.52166e-05|0.000103526
780|7.8|-1.41814e-05|0.000106281
781|7.81|-1.31185e-05|0.000108541
782|7.82|-1.20331e-05|0.00011031
783|7.83|-1.093e-05|0.000111595
784|7.84|-9.81409e-06|0.000112404
785|7.85|-8.69005e-06|0.000112747
786|7.86|-7.56258e-06|0.000112636
787|7.87|-6.43622e-06|0.000112083
788|7.88|-5.3154e-06|0.000111102
789|7.89|-4.20437e-06|0.000109711
790|7.9|-3.10727e-06|0.000107924
791|7.91|-2.02803e-06|0.00010576
792|7.92|-9.70431e-07|0.000103238
793|7.93|6.19487e-08|0.000100378
794|7.94|1.06573e-06|9.71998e-05
795|7.95|2.03772e-06|9.37255e-05
796|7.96|2.97498e-06|8.99765e-05
797|7.97|3.87474e-06|8.59754e-05
798|7.98|4.7345e-06|8.17447e-05
799|7.99|5.55194e-06|7.73075e-05
800|8|6.32502e-06|7.2687e-05
801|8.01|7.05189e-06|6.79064e-05
802|8.02|7.73095e-06|6.29891e-05
803|8.03|8.36085e-06|5.79582e-05
804|8.04|8.94043e-06|5.28367e-05
805|8.05|9.46879e-06|4.76472e-05
806|8.06|9.94527e-06|4.24122e-05
807|8.07|1.03694e-05|3.71535e-05
808|8.08|1.07409e-05|3.18927e-05
809|8.09|1.10598e-05|2.66504e-05
810|8.1|1.13264e-05|2.14469e-05
811|8.11|1.15408e-05|1.63016e-05
812|8.12|1.17038e-05|1.12334e-05
813|8.13|1.18162e-05|6.25998e-06
814|8.14|1.18788e-05|1.39848e-06
815|8.15|1.18928e-05|-3.33501e-06
816|8.16|1.18594e-05|-7.92531e-06
817|8.17|1.17802e-05|-1.23582e-05
818|8.18|1.16566e-05|-1.66206e-05
819|8.19|1.14904e-05|-2.07003e-05
820|8.2|1.12834e-05|-2.45862e-05
821|8.21|1.10375e-05|-2.82683e-05
822|8.22|1.07548e-05|-3.17376e-05
823|8.23|1.04374e-05|-3.49864e-05
824|8.24|1.00876e-05|-3.80078e-05
825|8.25|9.7075e-06|-4.07962e-05
826|8.26|9.29954e-06|-4.33469e-05
827|8.27|8.86607e-06|-4.56564e-05
828|8.28|8.4095e-06|-4.77223e-05
829|8.29|7.93228e-06|-4.9543e-05
830|8.3|7.43685e-06|-5.11181e-05
831|8.31|6.92567e-06|-5.24481e-05
832|8.32|6.40119e-06|-5.35345e-05
833|8.33|5.86585e-06|-5.43798e-05
834|8.34|5.32205e-06|-5.49871e-05
835|8.35|4.77218e-06|-5.53607e-05
836|8.36|4.21857e-06|-5.55055e-05
837|8.37|3.66351e-06|-5.54272e-05
838|8.38|3.10924e-06|-5.51322e-05
839|8.39|2.55792e-06|-5.46276e-05
840|8.4|2.01164e-06|-5.39213e-05
841|8.41|1.47243e-06|-5.30214e-05
842|8.42|9.42218e-07|-5.1937e-05
843|8.43|4.22847e-07|-5.06773e-05
844|8.44|-8.39261e-08|-4.92522e-05
845|8.45|-5.76448e-07|-4.76718e-05
846|8.46|-1.05317e-06|-4.59465e-05
847|8.47|-1.51263e-06|-4.40873e-05
848|8.48|-1.9535e-06|-4.21051e-05
849|8.49|-2.37456e-06|-4.00111e-05
850|8.5|-2.77467e-06|-3.78167e-05
851|8.51|-3.15283e-06|-3.55333e-05
852|8.52|-3.50817e-06|-3.31723e-05
853|8.53|-3.83989e-06|-3.07452e-05
854|8.54|-4.14734e-06|-2.82633e-05
855|8.55|-4.42997e-06|-2.57381e-05
856|8.56|-4.68735e-06|-2.31806e-05
857|8.57|-4.91916e-06|-2.06019e-05
858|8.58|-5.12518e-06|-1.80127e-05
859|8.59|-5.30531e-06|-1.54235e-05
860|8.6|-5.45954e-06|-1.28445e-05
861|8.61|-5.58799e-06|-1.02856e-05
862|8.62|-5.69084e-06|-7.75642e-06
863|8.63|-5.76841e-06|-5.26609e-06
864|8.64|-5.82107e-06|-2.82337e-06
865|8.65|-5.8493e-06|-4.36608e-07
866|8.66|-5.85367e-06|1.88632e-06
867|8.67|-5.8348e-06|4.13799e-06
868|8.68|-5.79342e-06|6.31148e-06
869|8.69|-5.73031e-06|8.40036e-06
870|8.7|-5.64631e-06|1.03987e-05
871|8.71|-5.54232e-06|1.23011e-05
872|8.72|-5.41931e-06|1.41026e-05
873|8.73|-5.27828e-06|1.57991e-05
874|8.74|-5.12029e-06|1.73865e-05
875|8.75|-4.94643e-06|1.88617e-05
876|8.76|-4.75781e-06|2.02219e-05
877|8.77|-4.55559e-06|2.14649e-05
878|8.78|-4.34094e-06|2.25891e-05
879|8.79|-4.11505e-06|2.35931e-05
880|8.8|-3.87912e-06|2.44765e-05
881|8.81|-3.63435e-06|2.5239e-05
882|8.82|-3.38196e-06|2.58808e-05
883|8.83|-3.12316e-06|2.64029e-05
884|8.84|-2.85913e-06|2.68064e-05
885|8.85|-2.59106e-06|2.7093e-05
886|8.86|-2.32013e-06|2.72648e-05
887|8.87|-2.04749e-06|2.73242e-05
888|8.88|-1.77424e-06|2.72741e-05
889|8.89|-1.5015e-06|2.71177e-05
890|8.9|-1.23033e-06|2.68585e-05
891|8.91|-9.61741e-07|2.65004e-05
892|8.92|-6.96737e-07|2.60476e-05
893|8.93|-4.36261e-07|2.55043e-05
894|8.94|-1.81218e-07|2.48753e-05
895|8.95|6.75355e-08|2.41654e-05
896|8.96|3.09189e-07|2.33795e-05
897|8.97|5.42985e-07|2.2523e-05
898|8.98|7.68215e-07|2.1601e-05
899|8.99|9.84225e-07|2.06192e-05
900|9|1.19042e-06|1.95828e-05
901|9.01|1.38624e-06|1.84977e-05
902|9.02|1.57122e-06|1.73693e-05
903|9.03|1.74491e-06|1.62033e-05
904|9.04|1.90695e-06|1.50054e-05
905|9.05|2.057e-06|1.37812e-05
906|9.06|2.19481e-06|1.25361e-05
907|9.07|2.32017e-06|1.12758e-05
908|9.08|2.43293e-06|1.00056e-05
909|9.09|2.53299e-06|8.7308e-06
910|9.1|2.6203e-06|7.45653e-06
911|9.11|2.69486e-06|6.18782e-06
912|9.12|2.75674e-06|4.92954e-06
913|9.13|2.80604e-06|3.68635e-06
914|9.14|2.8429e-06|2.46276e-06
915|9.15|2.86753e-06|1.26306e-06
916|9.16|2.88016e-06|9.13291e-08
917|9.17|2.88107e-06|-1.04858e-06
918|9.18|2.87058e-06|-2.15304e-06
919|9.19|2.84905e-06|-3.21866e-06
920|9.2|2.81687e-06|-4.24231e-06
921|9.21|2.77444e-06|-5.22108e-06
922|9.22|2.72223e-06|-6.15237e-06
923|9.23|2.66071e-06|-7.03378e-06
924|9.24|2.59037e-06|-7.86321e-06
925|9.25|2.51174e-06|-8.63882e-06
926|9.26|2.42535e-06|-9.35902e-06
927|9.27|2.33176e-06|-1.00225e-05
928|9.28|2.23154e-06|-1.06282e-05
929|9.29|2.12526e-06|-1.11752e-05
930|9.3|2.0135e-06|-1.16632e-05
931|9.31|1.89687e-06|-1.20917e-05
932|9.32|1.77595e-06|-1.24607e-05
933|9.33|1.65135e-06|-1.27703e-05
934|9.34|1.52364e-06|-1.3021e-05
935|9.35|1.39343e-06|-1.32135e-05
936|9.36|1.2613e-06|-1.33485e-05
937|9.37|1.12781e-06|-1.34271e-05
938|9.38|9.93544e-07|-1.34505e-05
939|9.39|8.59039e-07|-1.34202e-05
940|9.4|7.24837e-07|-1.33377e-05
941|9.41|5.9146e-07|-1.32048e-05
942|9.42|4.59412e-07|-1.30235e-05
943|9.43|3.29177e-07|-1.27957e-05
944|9.44|2.0122e-07|-1.25237e-05
945|9.45|7.59835e-08|-1.22097e-05
946|9.46|-4.61132e-08|-1.18561e-05
947|9.47|-1.64674e-07|-1.14654e-05
948|9.48|-2.79328e-07|-1.10402e-05
949|9.49|-3.8973e-07|-1.05831e-05
950|9.5|-4.95561e-07|-1.00968e-05
951|9.51|-5.96529e-07|-9.58392e-06
952|9.52|-6.92368e-07|-9.04733e-06
953|9.53|-7.82841e-07|-8.48976e-06
954|9.54|-8.67739e-07|-7.914e-06
955|9.55|-9.46879e-07|-7.3228e-06
956|9.56|-1.02011e-06|-6.71894e-06
957|9.57|-1.0873e-06|-6.10513e-06
958|9.58|-1.14835e-06|-5.48409e-06
959|9.59|-1.20319e-06|-4.85845e-06
960|9.6|-1.25177e-06|-4.23082e-06
961|9.61|-1.29408e-06|-3.60372e-06
962|9.62|-1.33012e-06|-2.97963e-06
963|9.63|-1.35991e-06|-2.36091e-06
964|9.64|-1.38352e-06|-1.74986e-06
965|9.65|-1.40102e-06|-1.1487e-06
966|9.66|-1.41251e-06|-5.59509e-07
967|9.67|-1.4181e-06|1.57048e-08
968|9.68|-1.41795e-06|5.75057e-07
969|9.69|-1.4122e-06|1.11677e-06
970|9.7|-1.40103e-06|1.6392e-06
971|9.71|-1.38464e-06|2.14081e-06
972|9.72|-1.36323e-06|2.62019e-06
973|9.73|-1.33703e-06|3.07605e-06
974|9.74|-1.30627e-06|3.50725e-06
975|9.75|-1.27119e-06|3.91276e-06
976|9.76|-1.23207e-06|4.29169e-06
977|9.77|-1.18915e-06|4.64326e-06
978|9.78|-1.14272e-06|4.96684e-06
979|9.79|-1.09305e-06|5.26193e-06
980|9.8|-1.04043e-06|5.52814e-06
981|9.81|-9.85148e-07|5.76522e-06
982|9.82|-9.27496e-07|5.97302e-06
983|9.83|-8.67765e-07|6.15153e-06
984|9.84|-8.0625e-07|6.30085e-06
985|9.85|-7.43242e-07|6.4212e-06
986|9.86|-6.7903e-07|6.51289e-06
987|9.87|-6.13901e-07|6.57636e-06
988|9.88|-5.48137e-07|6.61211e-06
989|9.89|-4.82016e-07|6.62078e-06
990|9.9|-4.15808e-07|6.60308e-06
991|9.91|-3.49777e-07|6.55979e-06
992|9.92|-2.8418e-07|6.49179e-06
993|9.93|-2.19262e-07|6.40004e-06
994|9.94|-1.55261e-07|6.28553e-06
995|9.95|-9.24059e-08|6.14936e-06
996|9.96|-3.09122e-08|5.99266e-06
997|9.97|2.90143e-08|5.81659e-06
998|9.98|8.71803e-08|5.62241e-06
999|9.99|1.43404e-07|5.41136e-06
1000|10|1.97518e-07|5.18474e-06
